Description,Link,Name
"Charlotte Maple is the 26th daughter and 57th child of the Charlotte Family,[5] the youngest quadruplet sister of Mobile, Marble, and Myukuru, and a Longarm-human hybrid.[4] She also is an officer of the Big Mom Pirates.[3] She was a member of Charlotte Oven's army to ambush Monkey D. Luffy on Cacao Island.[2]
",/wiki/Charlotte_Maple,Charlotte Maple
"Charlotte Marble is the 24th daughter and 55th child of the Charlotte Family, the second quadruplet sister of Mobile, Myukuru, and Maple, and a Longarm-human hybrid.[6] She is also an officer of the Big Mom Pirates.[3]
",/wiki/Charlotte_Marble,Charlotte Marble
"Charlotte Marnier[7] is the 13th daughter and 32nd child of the Charlotte Family[4] and the younger twin sister of Mozart.[5] She also is an officer of the Big Mom Pirates[3] and serves as Totto Land's Minister of Yeast (酵母大臣, Kōbo Daijin?), governing over Kibo Island.[4]
",/wiki/Charlotte_Marnier,Charlotte Marnier
"Charlotte Mascarpone is the 34th son and 62nd child of the Charlotte Family,[4] the older twin brother of Joscarpone, and a Snakeneck-human hybrid.[2] He is also an officer of the Big Mom Pirates[3] and serves as Totto Land's Minister of Tableware (食器大臣, Shokki Daijin?), governing over Cutlery Island.[4]
",/wiki/Charlotte_Mascarpone,Charlotte Mascarpone
"Charlotte Mash is the tenth daughter and 26th child of the Charlotte Family[5] and the middle triplet sister of Moscato and Cornstarch.[4] She is also an officer of the Big Mom Pirates.[3]
",/wiki/Charlotte_Mash,Charlotte Mash
"Charlotte Melise is the 17th daughter and 40th child of the Charlotte Family[4] and an officer of the Big Mom Pirates.[3]
",/wiki/Charlotte_Melise,Charlotte Melise
"Charlotte Mobile is the 31st son and 54th child of the Charlotte Family, the elder quadruplet brother of Marble, Myukuru, and Maple, and a Longarm-human hybrid.[2] He is also an officer of the Big Mom Pirates[4] and serves as Totto Land's Minister of Tasting (味見大臣, Ajimi Daijin?), governing over Futoru Island.[2]
",/wiki/Charlotte_Mobile,Charlotte Mobile
"Charlotte Mondée is the second daughter and sixth child of the Charlotte Family, the eldest quadruplet sister of Amande, Hachée, and Effilée, and a snakeneck-human hybrid.[5] She is also an officer of the Big Mom Pirates.[3]
",/wiki/Charlotte_Mond%C3%A9e,Charlotte Mondée
"""Scribe"" Charlotte Mont-d'Or[4] is the 19th son and 30th child of the Charlotte Family and an officer of the Big Mom Pirates.[5] He also serves as Totto Land's Minister of Cheese (チーズ大臣, Chīzu Daijin?), governing over Cheese Island.[3]
",/wiki/Charlotte_Mont-d%27Or,Charlotte Mont-d'Or
"Charlotte Montb[3] is the 29th son and 50th child of the Charlotte Family and the youngest triplet brother of Kanten and Kato.[3] He is also an officer of the Big Mom Pirates.[4]
",/wiki/Charlotte_Montb,Charlotte Montb
"Charlotte Moscato is the 16th son and 25th child of the Charlotte Family[2] and the eldest triplet brother of Mash and Cornstarch.[5] He also is an officer of the Big Mom Pirates[4] and serves as Totto Land's Minister of Gelato (ジェラート大臣, Jerāto Daijin?),[2] governing over Ice Island.[5]
",/wiki/Charlotte_Moscato,Charlotte Moscato
"Charlotte Mozart is the 12th daughter and 31st child of the Charlotte Family[5] and the elder twin sister of Marnier.[4] She is also an officer of the Big Mom Pirates.[3]
",/wiki/Charlotte_Mozart,Charlotte Mozart
"Charlotte Myukuru[5] is the 25th daughter and 56th child of the Charlotte Family,[3] the third quadruplet sister of Mobile, Marble, and Maple, and a longarm-human hybrid.[6] She is also an officer of the Big Mom Pirates.[2]
",/wiki/Charlotte_Myukuru,Charlotte Myukuru
"The Charlotte Decuplets are the 36-40th sons and 30-34th daughters of the Charlotte Family, making up the 65-74th children in the family, and are all officers of the Big Mom Pirates.[2][3] They are the largest group of Big Mom's children born in a single birth.[4]
",/wiki/Charlotte_Decuplets,Charlotte Newgo
"The Charlotte Decuplets are the 36-40th sons and 30-34th daughters of the Charlotte Family, making up the 65-74th children in the family, and are all officers of the Big Mom Pirates.[2][3] They are the largest group of Big Mom's children born in a single birth.[4]
",/wiki/Charlotte_Decuplets,Charlotte Newichi
"The Charlotte Decuplets are the 36-40th sons and 30-34th daughters of the Charlotte Family, making up the 65-74th children in the family, and are all officers of the Big Mom Pirates.[2][3] They are the largest group of Big Mom's children born in a single birth.[4]
",/wiki/Charlotte_Decuplets,Charlotte Newji
"The Charlotte Decuplets are the 36-40th sons and 30-34th daughters of the Charlotte Family, making up the 65-74th children in the family, and are all officers of the Big Mom Pirates.[2][3] They are the largest group of Big Mom's children born in a single birth.[4]
",/wiki/Charlotte_Decuplets,Charlotte Newsan
"The Charlotte Decuplets are the 36-40th sons and 30-34th daughters of the Charlotte Family, making up the 65-74th children in the family, and are all officers of the Big Mom Pirates.[2][3] They are the largest group of Big Mom's children born in a single birth.[4]
",/wiki/Charlotte_Decuplets,Charlotte Newshi
"Charlotte Noisette[7] is the 15th son and 24th child of the Charlotte Family[5] and an officer of the Big Mom Pirates.[3] He also serves as Totto Land's Minister of Finance (大蔵大臣, Ōkura Daijin?), governing over Kinko Island.[4]
",/wiki/Charlotte_Noisette,Charlotte Noisette
"Charlotte Normande is the 38th daughter and the 82nd child of the Charlotte Family. She is a hybrid between a human and a dwarf.[2]
",/wiki/Charlotte_Normande,Charlotte Normande
"Charlotte Nougat is the 41st son and 75th child of the Charlotte Family and an officer of the Big Mom Pirates.[4][3]
",/wiki/Charlotte_Nougat,Charlotte Nougat
,/wiki/Charlotte_Nusstorte,Charlotte Nusstorte
"The Charlotte Decuplets are the 36-40th sons and 30-34th daughters of the Charlotte Family, making up the 65-74th children in the family, and are all officers of the Big Mom Pirates.[2][3] They are the largest group of Big Mom's children born in a single birth.[4]
",/wiki/Charlotte_Decuplets,Charlotte Nutmeg
"Charlotte Opera is the fifth son and the tenth child of the Charlotte Family and is the eldest quintuplet brother of Counter, Cadenza, Cabaletta, and Gala.[7] He also is an officer of the Big Mom Pirates[4] and served as Totto Land's Minister of Whipped Cream (生クリーム大臣, Nama Kurīmu Daijin?, Viz: ""Minister of Cream""), governing over Noko Island.[2][5] His current status is unknown after having his lifespan removed by a rampaging Big Mom.[8]
",/wiki/Charlotte_Opera,Charlotte Opera
"Charlotte Oven[8] is the fourth son and fifth child of the Charlotte Family[1] and the younger triplet brother of Katakuri and Daifuku.[5] He is also an officer of the Big Mom Pirates[3] and serves as Totto Land's Minister of Browned Food (こんがり大臣, Kongari Daijin?, Viz: ""Minister of Baking""), governing over Yakigashi Island.[4]
",/wiki/Charlotte_Oven,Charlotte Oven
"Charlotte Panna is the 28th daughter and 61st child of the Charlotte Family[5] and an officer of the Big Mom Pirates.[3] She was a member of Charlotte Oven's army to ambush Monkey D. Luffy on Cacao Island.[2]
",/wiki/Charlotte_Panna,Charlotte Panna
"Charlotte Perospero[9] is the eldest child of the Charlotte Family[6] and an officer of the Big Mom Pirates.[4] He also serves as Totto Land's Minister of Candy (キャンディ大臣, Kyandi Daijin?), governing over Candy Island.[3]
",/wiki/Charlotte_Perospero,Charlotte Perospero
"Charlotte Poire is the 19th daughter and the 43rd child of the Charlotte Family, the younger twin sister of Galette,[4] and an officer of the Big Mom Pirates.[2]
",/wiki/Charlotte_Poire,Charlotte Poire
"Charlotte Praline is a half-human and half-hammerhead shark mermaid, the 21st daughter and 47th child of the Charlotte Family,[1] and the younger twin sister of Prim.[4] She was also Totto Land's former Minister of Design (デザイン大臣, Dezain Daijin?), having governed over Unique Island until her defection.[2]
",/wiki/Charlotte_Praline,Charlotte Praline
"Charlotte Prim is the 20th daughter and 46th child of the Charlotte Family, the older twin sister of Praline,[4] and an octopus mermaid-human hybrid.[5] She is also an officer of the Big Mom Pirates.[3]
",/wiki/Charlotte_Prim,Charlotte Prim
,/wiki/Charlotte_Pudding,Charlotte Pudding
"Charlotte Raisin is the 33rd son and 60th child of the Charlotte Family[2] and an officer of the Big Mom Pirates.[3] He was a member of Big Mom's enraged army sent to fight Monkey D. Luffy,[1] and later joined Charlotte Oven's army to ambush Luffy on Cacao Island.[2]
",/wiki/Charlotte_Raisin,Charlotte Raisin
"Charlotte Saint-Marc[7] is the 22nd son and the 38th child of the Charlotte Family[3] and an officer of the Big Mom Pirates.[5][4] He also serves as Totto Land's Minister of Essence (エッセンス大臣, Essensu Daijin?), governing over Flavor Island. He is the older twin brother of Basans.[6]
",/wiki/Charlotte_Saint-Marc,Charlotte Saint-Marc
,/wiki/Charlotte_Smoothie,Charlotte Smoothie
"Charlotte Snack[7] is the 25th son and 44th child of the Charlotte Family[1] and the older twin brother of Bavarois.[5] He is also an officer of the Big Mom Pirates[4] and serves as Totto Land's Minister of Fries (フライ大臣, Furai Daijin?), governing over Potato Island.[5]
",/wiki/Charlotte_Snack,Charlotte Snack
"Charlotte Tablet is the 21st son and 34th child of the Charlotte Family and the younger twin brother of High-Fat.[2] He also is an officer of the Big Mom Pirates[4] and serves as Totto Land's Minister of Toppings (トッピング大臣, Toppingu Daijin?), governing over Topping Island.[2]
",/wiki/Charlotte_Tablet,Charlotte Tablet
"Charlotte Wafers is the 37th daughter and the 79th child of the Charlotte Family.[2]
",/wiki/Charlotte_Wafers,Charlotte Wafers
"Charlotte Wiro is the 43rd son and the 80th child of the Charlotte Family.[3] He is a Human-Snakeneck hybrid.[2]
",/wiki/Charlotte_Wiro,Charlotte Wiro
"Charlotte Yuen is the 35th son and 64th child of the Charlotte Family and an officer of the Big Mom Pirates.[2] He was a member of Charlotte Oven's army to ambush Monkey D. Luffy on Cacao Island.[1]
",/wiki/Charlotte_Yuen,Charlotte Yuen
"Charlotte Zuccotto is the 11th son and the 18th child of the Charlotte Family[6] and an officer of the Big Mom Pirates.[5] He also serves as Totto Land's Minister of Alcohol (酒大臣, Sake Daijin?), governing over Liqueur Island.[6]
",/wiki/Charlotte_Zuccotto,Charlotte Zuccotto
,/wiki/Chess,Chess
"Chesskippa the Hanger-on[2] is a pirate captain from Robin's past.[3]
",/wiki/Chesskippa,Chesskippa
,/wiki/Chew,Chew
"Chichilisia is the leader of the Niho Navy and the father of Uholisia.[1]
",/wiki/Chichilisia,Chichilisia
"Chicken[5] is the wife of Gyoru and a fishmonger of Foosha Village.[2]
",/wiki/Chicken,Chicken
,/wiki/Shandia_Chief,Chief
"Chimney is the granddaughter of Sea Train conductor Kokoro, her only mermaid grandparent, making Chimney 1/4 mermaid.[5] She is the owner of a rabbit named Gonbe (whom Chimney thinks is a cat).[1]
",/wiki/Chimney,Chimney
,/wiki/Chinjao,Chinjao
,/wiki/Chihaya,Chihaya
"Chiya was the Shandia Pantri that lived over 400 years ago, who died of Tree Fever.[1]
",/wiki/Chiya,Chiya
"Moonflower O-Cho is a yakuza boss of the Ringo region of Wano Country. She was imprisoned in Udon by the Beasts Pirates, but was freed when Luffy took over the prison.[1][2]
",/wiki/Cho,Cho
,/wiki/Chocho,Chocho
,/wiki/Chocolat,Chocolat
,/wiki/Choi,Choi
"Chome[5] is a kunoichi and a member of the Beasts Pirates.[3] She previously was a member of the Orochi Oniwabanshu which served the shogun of Wano Country, Kurozumi Orochi.[2]
",/wiki/Chome,Chome
"Chouchou[6] is a dog from Orange Town, famed for his unceasing vigil over the pet-food shop founded by his deceased owner. He is classified as a Type B creature, ""Small Friendly"".[7]
",/wiki/Chouchou,Chouchou
,/wiki/Chuchun,Chuchun
"Chuji is the pet rat of the geisha Some.[1]
",/wiki/Chuji,Chuji
"Clione[2] is a member of the Heart Pirates.[1]
",/wiki/Clione,Clione
,/wiki/Clover,Clover
"Coburn[2] was the leader of the Shandia tribe from 400 years ago.
",/wiki/Coburn,Coburn
,/wiki/Cocoa,Cocoa
"Cocox[4] is an animal who lives on the Island of Rare Animals.[2] Like all the animals on the island, he is protected by Gaimon.[5] He is classified as a Type B creature, ""Small Friendly"".[6]
",/wiki/Cocox,Cocox
,/wiki/Colscon,Colscon
,/wiki/Columbus,Columbus
,/wiki/Comil,Comil
"Concelot[2][3] is a fox mink and one of the Three Inuarashi Musketeers leading the squad.
",/wiki/Concelot,Concelot
,/wiki/Conis,Conis
,/wiki/Corgi,Corgi
"""Blood-Splatterer"" Coribou is a captain of the Caribou Pirates, along with his big brother Caribou.[2]
",/wiki/Coribou,Coribou
"Cornelia[2] is a member of the Spade Pirates.[1]
",/wiki/Cornelia,Cornelia
"Cosette is the head chef employed in the Germa Kingdom's royal household.[1]
",/wiki/Cosette,Cosette
,/wiki/Cosmo,Cosmo
,/wiki/Cosmos,Cosmos
,/wiki/Cotton,Cotton
"Couran[3] is the king of Cameron Kingdom (キャメロン王国, Kyameron Ōkoku?) and one of fifty monarchs who took part in the Levely.[2][3]
",/wiki/Couran,Couran
,/wiki/Cowboy,Cowboy
,/wiki/Crocodile,Crocodile
"Crocus[4] is a doctor and the caretaker of the whale Laboon as well as the overseer of the Twin Cape Lighthouse that guides ships coming down from Reverse Mountain into the Grand Line. 
",/wiki/Crocus,Crocus
"Curiel is the 10th division commander of the Whitebeard Pirates.[1][4]
",/wiki/Curiel,Curiel
,/wiki/Curly_Dadan,Curly Dadan
"Dachoman[2] is a Gifter in the Beasts Pirates.[1]
",/wiki/Dachoman,Dachoman
"Daddy Dee[2] is one of the houseparents, alongside Mummy Mee, of a World Government-affiliated orphanage situated on the Conomi Islands.[1]
",/wiki/Daddy_Dee,Daddy Dee
"Dagama is the tactician of the Prodence Kingdom. He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi.[1] He is an ally of Luffy during the Dressrosa Arc.
",/wiki/Dagama,Dagama
"Daidalos was a giant squid that was close friends with Ikaros Much. He was first shown when Ikaros was thinking of him.[1]
",/wiki/Daidalos,Daidalos
"Daifugo[4] is a Shinuchi of the Beasts Pirates who served as a vice warden of the Prisoner Mine in the Udon region of Wano Country until his defeat during the prison uprising.[3] After being tamed by Tama, he became an ally of the Ninja-Pirate-Mink-Samurai Alliance.[2]
",/wiki/Daifugo,Daifugo
,/wiki/Daigin,Daigin
"Daikoku[5] is a ninja and a member of the Beasts Pirates.[2] He previously was a member of the Orochi Oniwabanshu which served the shogun of Wano Country, Kurozumi Orochi.[1]
",/wiki/Daikoku,Daikoku
,/wiki/Daikon,Daikon
,/wiki/Daisy,Daisy
"Vice Admiral Dalmatian[4][3] is one of the many Marine vice admirals to have participated in the Summit War of Marineford.
",/wiki/Dalmatian,Dalmatian
,/wiki/Dalton,Dalton
"Damask is a pyromaniac who joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi.[1]
",/wiki/Damask,Damask
,/wiki/Daruma,Daruma
,/wiki/Daz_Bonez,Daz Bonez
"The Decalvan Brothers are two infamous New World pirates who allied with Whitebeard.[1]
",/wiki/Decalvan_Brothers,Decalvan Brothers
,/wiki/Delacuaji,Delacuaji
"Dellinger[1] is a combatant and an officer of the Donquixote Pirates' Diamante Army[5] who is a hybrid between a human and a fighting fish fish-man.[6]
",/wiki/Dellinger,Dellinger
,/wiki/Demaro_Black,Demaro Black
"Den is Tom's younger brother. He is a bering wolffish merman. He is also a shipwright and a Sea Forest researcher.[5]
",/wiki/Den,Den
"Denjiro is a samurai from Wano Country and one of the Nine Red Scabbards who served as Kozuki Oden's retainers.[6]
",/wiki/Denjiro,Denjiro
"Devil Dias[3] is a pirate and the former captain of the Acumate Pirates, but was captured and sold as a slave to the family of World Noble Saint Rosward.[1]
",/wiki/Devil_Dias,Devil Dias
,/wiki/Diamante,Diamante
"Didit[2] is a noble living in the Goa Kingdom on Dawn Island. She is the wife of Outlook III, the biological mother of Sabo, and the adoptive mother of Sterry.[1]
",/wiki/Didit,Didit
"Diesel is a Longarm and a member of the Big Mom Pirates.[1]
",/wiki/Diesel,Diesel
"Diez Barrels was a Marine officer who defected to become a pirate. Thirteen years ago, he was the captain of the Barrels Pirates while operating in the North Blue until he was killed by Donquixote Doflamingo during an attempt to sell the Ope Ope no Mi to the Marines.[1] He was also the father of X Drake.[3]
",/wiki/Diez_Barrels,Diez Barrels
"The Dirt Boss is a giant mole awoken by Gedatsu during his work for Goro in his cover story.[1]
",/wiki/Dirt_Boss,Dirt Boss
"Disco is the owner of the now-bankrupt Human Auctioning House at Grove 1 in Sabaody Archipelago.
",/wiki/Disco,Disco
"Dobby Ibadonbo[3] is a man imprisoned in Level 6 of Impel Down.[2]
",/wiki/Dobby_Ibadonbo,Dobby Ibadonbo
,/wiki/Doberman,Doberman
"Dobon is a Shinuchi of the Beasts Pirates who serves as a vice warden of the Prisoner Mine in the Udon region of Wano Country.[1]
",/wiki/Dobon,Dobon
,/wiki/Doc_Q,Doc Q
"Dogra is a member of Dadan's bandits that are active on Mt. Colubo on Dawn Island. He helped take care of Ace and Luffy for Garp.
",/wiki/Dogra,Dogra
"Dogya[2] is a member of the Spade Pirates.[1]
",/wiki/Dogya,Dogya
"Doha Ittanka II[2] is a prisoner from Level 6 of Impel Down.[1]
",/wiki/Doha_Ittanka_II,Doha Ittanka II
"""Bohemian Knight"" Doma is an infamous New World pirate who worked for Whitebeard.[1]
",/wiki/Doma,Doma
"Domino is the Head Jailer of Impel Down serving under Warden Hannyabal.[2]
",/wiki/Domino,Domino
"Domo-kun and Nnke-kun are aliens planning to conquer the Earth.[2] They are the first joke characters created by Oda. They first appeared in Oda's short story God's Gift for the Future. Later Domo-kun makes an appearance among the Buggy Pirates.[3] Oda answered a question in an SBS and drew both of them.[4] Nnke-kun appeared again alongside Pandaman on the cover of Volume 52.
",/wiki/Domo-kun,Domo-kun
"Donannoyo[2] is a Waiter of the Beasts Pirates who serves as a guard in the Prisoner Mine of the Udon region of Wano Country.[1]
",/wiki/Donannoyo,Donannoyo
"Donovan is one of the fifty mechanics of the Foxy Pirates. Luffy chose their flag instead of one of their shipwrights.[1]
",/wiki/Donovan,Donovan
"Donquino[3] was a member of the Roger Pirates.[1]
",/wiki/Donquino,Donquino
,/wiki/Donquixote_Doflamingo,Donquixote Doflamingo
,/wiki/Donquixote_Homing,Donquixote Homing
,/wiki/Donquixote_Mjosgard,Donquixote Mjosgard
,/wiki/Donquixote_Rosinante,Donquixote Rosinante
,/wiki/Doran,Doran
"Doringo[2] was a member of the Roger Pirates until the crew's dissolution.[1] His current whereabouts and status are unknown.
",/wiki/Doringo,Doringo
"Dorry the Blue Ogre is a giant from Elbaf and one of the two former captains of the Giant Warrior Pirates alongside Brogy. He was an ally of the Straw Hat Pirates during the Little Garden Arc.
",/wiki/Dorry,Dorry
"Dosun[5] is a hammerhead shark Fish-Man and was one of the officers of the New Fish-Man Pirates.[2]
",/wiki/Dosun,Dosun
,/wiki/Dotaku,Dotaku
,/wiki/Dracule_Mihawk,Dracule Mihawk
"Dragon Number Thirteen[2] was a dragon created by Vegapunk to guard Punk Hazard. He carried out this duty even after Vegapunk and the World Government's departure until he was killed by Roronoa Zoro four years later.[3] He was named by one of the World Nobles.[4]
",/wiki/Dragon_Number_Thirteen,Dragon Number Thirteen
"Draw is a Marine Vice Admiral and the main antagonist of One Piece novel A Volume 1.[1]
",/wiki/Draw,Draw
"Drip was a member of the Fake Straw Hat Crew who was posing as the real Sanji.[1]
",/wiki/Drip,Drip
,/wiki/Drophy,Drophy
"Drug Peclo, also known as the ""Major Undertaker"" (大手葬儀屋, Ōte Sōgi-ya?), is an emperor of the Underworld.[1]
",/wiki/Drug_Peclo,Drug Peclo
"Du Feld, known as the ""God of Fortune"", is the ""Loan Shark King"" (闇金王, Yamikin-Ō?).[1] He is a member of the Du Feld Conglomerate and an emperor of the Underworld.
",/wiki/Du_Feld,Du Feld
"Ducky Bree[2] is a member of the Spade Pirates.[1]
",/wiki/Ducky_Bree,Ducky Bree
,/wiki/Duval,Duval
,/wiki/Eddy,Eddy
,/wiki/Edward_Newgate,Edward Newgate
"Edward Weevil,[6] or ""Whitebeard Jr."", is a pirate claiming to be the son of Edward ""Whitebeard"" Newgate, and is the son of Miss Bakkin, the self-proclaimed lover of Newgate.[1]
",/wiki/Edward_Weevil,Edward Weevil
"Eiri is a giant who resided on Elbaf 63 years ago. He was once severely injured by a young Charlotte Linlin.[1]
",/wiki/Eiri,Eiri
"Egana[3] is Margarita's employer.[2]
",/wiki/Egana,Egana
,/wiki/Eggplant_Soldier,Eggplant Soldier
"""The Fighting King"" Elizabello II[5] is the king of Prodence Kingdom. He is also a fighter who joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi.[1] He is an ally of Luffy during the Dressrosa Arc.
",/wiki/Elizabello_II,Elizabello II
,/wiki/Elmy,Elmy
,/wiki/Emporio_Ivankov,Emporio Ivankov
,/wiki/Enel,Enel
,/wiki/Enishida,Enishida
"Epoida[4] is an infamous New World pirate captain who was once a member of the Whitebeard Pirates,[2] before forming his own crew subordinate to Whitebeard.[1]
",/wiki/Epoida,Epoida
"Époni is a nurse in service to the royal household of the Germa Kingdom. She was primarily charged with caring for the late queen, Vinsmoke Sora.[1]
",/wiki/%C3%89poni,Époni
,/wiki/Erik,Erik
"Erio[3] was a member of the Roger Pirates until the crew's dissolution. His current whereabouts and status are unknown.
",/wiki/Erio,Erio
,/wiki/Eustass_Kid,Eustass Kid
,/wiki/Farafra,Farafra
"Farul is Cavendish's pet horse and a member of the Beautiful Pirates.[1]
",/wiki/Farul,Farul
"Faust is a cat mink from North Blue[3] and a member of the Hawkins Pirates, serving as the crew's magician.[1][4]
",/wiki/Faust,Faust
"Fen Bock of the Gourd is an ex-prisoner. During the Punk Hazard Arc, he worked as a satyr henchman for Caesar Clown.[1]
",/wiki/Fen_Bock,Fen Bock
"Finamore[2] is a member of the Spade Pirates.[1]
",/wiki/Finamore,Finamore
"Fillonce[3] is a mermaid and an employee at Mermaid Café.[2]
",/wiki/Fillonce,Fillonce
,/wiki/Fishbonen,Fishbonen
,/wiki/Fisher_Tiger,Fisher Tiger
"Flapper is a dwarf from Tontatta Kingdom who first appeared on Green Bit, when he stopped Leo from taking Robin's clothes and belongings.[1] He participated in Operation SOP and became a temporary victim of Sugar's Hobi Hobi no Mi.
",/wiki/Flapper,Flapper
"The Forest Boss is a large baboon that was first introduced in Gedatsu's cover story.
",/wiki/Forest_Boss,Forest Boss
,/wiki/Forliewbs,Forliewbs
"Fossa[5] is the commander of the 15th division of the Whitebeard Pirates.[1]
",/wiki/Fossa,Fossa
,/wiki/Fourtricks,Fourtricks
,/wiki/Foxy,Foxy
"Francois[2] is a former prisoner of Impel Down and resident of Newkama Land in Level 5.5.[1]
",/wiki/Francois,Francois
,/wiki/Franky,Franky
"Fuga is a member of the Numbers in the Beasts Pirates, representing the number ""two"".[2]
",/wiki/Fuga,Fuga
,/wiki/Fugetsu_Omusubi,Fugetsu Omusubi
"Fujin[5] is a ninja and a member of the Beasts Pirates.[2] He previously was a member of the Orochi Oniwabanshu which served the shogun of Wano Country, Kurozumi Orochi.[1]
",/wiki/Fujin,Fujin
"Fukaboshi is a shark merman and the eldest son of the royal Neptune Family on Fish-Man Island. After he, his father and his brothers were liberated by the Straw Hat Pirates, he allied himself with them against Hody Jones and his crew.[1]
",/wiki/Fukaboshi,Fukaboshi
"Fukurokuju is a ninja and the previous captain of the Orochi Oniwabanshu,[1] before they joined the Beasts Pirates.[2] He is currently working with Kurozumi Orochi.[6]
",/wiki/Fukurokuju,Fukurokuju
"Fukurou[8] is a former member of CP9 and one of the last to be introduced.[2]
",/wiki/Fukurou,Fukurou
"""Double Ironfist"" Fullbody is a Marine lieutenant commander[2] serving under Rear Admiral Hina.[3] He was a Marine Headquarters lieutenant at the start of the series,[1] but was demoted to seaman recruit as a condition when he helped the former Black Cat pirate, Jango, get acquitted for his past crimes[4] (in the anime, it was after getting into a fight with Sanji on the Baratie[6]). During the timeskip, however, he rose back through the ranks to become a commissioned officer once again, being one rank higher than he was to begin with in the series.[2]
",/wiki/Fullbody,Fullbody
"Funkfreed is the sword that Spandam uses. Funkfreed ""ate"" the Zou Zou no Mi and became an Elephant Sword (象剣, Zōken?).[1] He is charged with chief Spandam's personal protection, to make up for Spandam's physical weakness.[3]
",/wiki/Funkfreed,Funkfreed
,/wiki/Fuza,Fuza
"Commander Gaburu (ガブル隊長, Gaburu Taichō?) was a revolutionist commander leading a militia group on an unknown island.[1]
",/wiki/Gaburu,Gaburu
,/wiki/Gaimon,Gaimon
"Gal is a member of the G-5 branch of the Marines.[1]
",/wiki/Gal,Gal
"General Galaxy[2] is one of the automata created on Karakuri Island by Dr. Tsukimi. General Galaxy was first introduced in cover story of Enel's Great Space Operations.
",/wiki/Galaxy,Galaxy
,/wiki/Galdino,Galdino
"Crescent-Moon Gally is the captain of the Gally Pirates, and the main antagonist of the very first version of Romance Dawn,[5] which was later reimagined for Romance Dawn Story with a slightly different design.[3] Another version of him also appeared briefly in the filler portions of the Loguetown Arc, likewise with a different design. In Chapter 902, he officially made his manga debut in a cameo appearance at the Baratie upon the conclusion of the Whole Cake Island Arc.[2]
",/wiki/Gally,Gally
"Gama Pyonnosuke is a toad that sat atop Usopp's head during his stay in Wano Country.[2]
",/wiki/Gama_Pyonnosuke,Gama Pyonnosuke
"""The Missionary"" Gambia is the staff officer of the Barto Club. He was also a gladiator competing at the Corrida Colosseum for the Mera Mera no Mi.[1]
",/wiki/Gambia,Gambia
"Gan Fall[5] is the current, two-time God of Skypiea, having been usurped once by Enel. During Enel's reign as God, Gan Fall worked as a mercenary and called himself the Knight of the Sky.[1][2]
",/wiki/Gan_Fall,Gan Fall
"Gancho is the king, also called ""Tonta-Chief"" (トンタ長, Tonta-Chō?), of the Tontatta Kingdom.[1]
",/wiki/Gancho,Gancho
,/wiki/Ganryu,Ganryu
,/wiki/Ganryu_(Roger_Pirates),Ganryu
,/wiki/Gatherine,Gatherine
,/wiki/Gatz,Gatz
"Gazelleman is a Gifter in the Beasts Pirates.[1] After being tamed by Tama, he became an ally of the Ninja-Pirate-Mink-Samurai Alliance.[2]
",/wiki/Gazelleman,Gazelleman
,/wiki/Gecko_Moria,Gecko Moria
,/wiki/Gedatsu,Gedatsu
,/wiki/Gem,Gem
"Genbo is one of the Shandia warriors that fought to take back the Upper Yard from Enel.
",/wiki/Genbo,Genbo
"Genrin[2] is an old man who lives in Ebisu Town.[1]
",/wiki/Genrin,Genrin
"Genzo[3] is the sheriff of Cocoyasi Village. He is an ally of the Straw Hat Pirates during the Arlong Park Arc.[1]
",/wiki/Genzo,Genzo
,/wiki/Impel_Down#Impel_Down_Characters,George Black
"George Mach[1] is a member of the Foxy Pirates. He fought Mountain Ricky before the third round of the Davy Back Fight.[1]
",/wiki/George_Mach,George Mach
"Gerd[4] is a giant from Elbaf[1] and the doctor of the New Giant Warrior Pirates. She was formerly an S-Class ranked mercenary for Buggy's Delivery.[2]
",/wiki/Gerd,Gerd
"Giberson, known as ""The Concealer"", is a veteran warehouseman and one of the emperors of the Underworld.[2]
",/wiki/Giberson,Giberson
"Gimlet was the infant son of Senor Pink and Russian.[1]
",/wiki/Gimlet,Gimlet
,/wiki/Gin,Gin
,/wiki/Gina,Gina
"Ginko[2] is a little girl who lived on Punk Hazard. She was one of the children Momonosuke met when he came to the island.[3] She is only named in the anime.[2]
",/wiki/Ginko,Ginko
,/wiki/Ginnosuke,Ginnosuke
"Ginrummy is a Shinuchi[2] of the Beasts Pirates.[4]
",/wiki/Ginrummy,Ginrummy
"Giro Chintaro[2] is a samurai from Wano Country who was appointed as the kaishakunin for Zorojuro's seppuku ritual.[1]
",/wiki/Giro_Chintaro,Giro Chintaro
"Giolla[4] is an officer of the Donquixote Pirates' Trebol Army.[5][6]
",/wiki/Giolla,Giolla
"Gion,[2] better known by her alias Momousagi, is a Marine vice admiral.[1]
",/wiki/Gion,Gion
"Giovanni[2][3] is a zebra mink and one of the Three Inuarashi Musketeers leading the squad.
",/wiki/Giovanni,Giovanni
"Gladius is an officer of the Donquixote Pirates' Pica Army.[5][6]
",/wiki/Gladius,Gladius
,/wiki/Glove,Glove
